# name	sentences	forms	annotator	sent	done	comment
wsj1603	91	1548	toh	220901		
wsj1604	7	201	kac	220901	220904	
wsj1605	6	81	kac	220907	220917	
wsj1606	29	735	toh	220429	220511	
wsj1607	10	216	jah	220215	220218	
wsj1608	4	97	kac	220108	220115	
wsj1609	21	508	les	220720	220808	
wsj1610	13	355	lec	220816	220819	
wsj1611	16	499	lec	220215	220319	
wsj1612	5	138	les	220720	220808	
wsj1613	12	276	kac	220614	220617	
wsj1614	19	553	kac	220131	220209	
wsj1615	83	2004				
wsj1616	37	825	lec	220319	220331	
wsj1617	40	934	kac	220307	220311	
wsj1618	56	1111	kac	220516	220613	
wsj1619	36	1032	tem	220808	220811	
wsj1620	6	206	kac	220709	220712	
wsj1621	19	499	luj	220906		
wsj1622	34	807	ivh	220725	220829	
wsj1623	88	1789				
wsj1624	83	1999	kac	220614	220618	
wsj1625	72	1600	kac	220225	220301	
wsj1626	39	968	kac	220310	220319	
wsj1627	6	136	ivh	220909		
wsj1628	30	691				
wsj1629	36	679				
wsj1630	16	348	kac	220712	220719	
wsj1631	50	1096	tem	220820	220829	
wsj1632	8	207	toh	220429	220502	
wsj1633	7	249	kac	220614	220617	
wsj1634	129	2934	toh	220203	220216	
wsj1635	94	1758				
wsj1636	43	782	tem	220616	220728	
wsj1637	4	78				
wsj1638	3	70				
wsj1639	5	148	kac	220418	220507	
wsj1640	23	555	kac	220618	220619	
wsj1641	12	341				
wsj1642	41	946				
wsj1643	60	938	kac	220108	220117	
wsj1644	15	353	toh	220109	220131	
wsj1645	2	54	ivh	220909		
wsj1646	34	746				
wsj1647	49	1031				
wsj1648	4	118	les	220821	220823	
wsj1649	27	528	toh	220519	220608	
wsj1650	23	565	tem	220728	220809	
wsj1651	47	1111	kac	220701	220705	
wsj1652	24	524	toh	220901		
wsj1653	1	49	kac	220406	220411	
wsj1654	38	951	kac	220530	220614	
wsj1655	28	645	kac	220108	220117	
wsj1656	10	242	kac	211215	220106	
wsj1657	45	1084	toh	211006	211119	
wsj1658	15	460	toh	220628	220727	
wsj1659	26	711	ivh	220725	220829	
wsj1660	22	413	lec	220913		
wsj1661	10	314	kac	220216	220223	
wsj1662	5	91	tem	220811	220901	
wsj1663	17	424	toh	220628	220727	
wsj1664	6	218	tem	220728	220815	
wsj1665	10	251	kac	220301	220304	
wsj1666	9	214				
wsj1667	29	639				
wsj1668	9	204	toh	220404	220429	
wsj1669	26	720				
wsj1670	11	258	toh	220511	220513	
wsj1671	55	1073	kac	220729	220901	
wsj1672	17	317	toh	220901		
wsj1673	10	275	kac	220418	220507	
wsj1674	2	80	kac	220709	220712	
wsj1675	8	169	lec	220816	220913	
wsj1676	44	1090	toh	220422	220427	
wsj1677	56	1325				
wsj1678	9	245	toh	220602	220625	
wsj1679	3	59	kac	220704	220706	
wsj1680	11	262	les	220720	220809	learn
wsj1681	2	54	toh	220628	220727	
wsj1682	41	970	tem	220808	220811	
wsj1683	3	91	toh	220515	220526	
wsj1684	16	434	kac	211006	211115	
wsj1685	9	218	ivh	220829	220904	
wsj1686	14	356				
wsj1687	46	901	kac	220729	220901	
wsj1688	37	868	toh	220628	220727	
wsj1689	20	508	kac	220325	220401	
wsj1690	16	369				
wsj1691	51	1149	ALL	210923	211006	training
wsj1692	45	1146				
wsj1693	23	530	kac	220310	220319	
wsj1694	33	648	lec	220319	220414	
wsj1695	48	1426	tem	220914		
wsj1696	24	850				
wsj1697	4	118	kac	220225	220228	
wsj1698	26	612	kac	220108	220118	
wsj1699	70	1613				
wsj1700	35	785	kac	220709	220713	
wsj1701	4	101	lec	220319	220331	
wsj1702	7	187	toh	220314	220323	
wsj1703	8	216	jah	211019	211209	
wsj1704	5	124	kac	220618	220620	
wsj1705	62	1364	kac	220719	220729	
wsj1706	15	476	tem	220808	220811	
wsj1707	4	172	lec	220215	220319	
wsj1708	5	133	toh	220109	220119	
wsj1709	10	272	lec	220913		
wsj1710	4	92				
wsj1711	8	168	kac	220729	220904	
wsj1712	22	598	kac	220901	220907	
wsj1713	6	153				
wsj1714	5	91	kac	220709	220712	
wsj1715	5	153	toh	220505	220509	
wsj1716	3	74				
wsj1717	7	204	kac	220530	220613	
wsj1718	6	149	tem	220811	220901	
wsj1719	7	211				
wsj1720	10	245	kac	220516	220525	
wsj1721	6	163	toh	211006	211028	
wsj1722	10	231	toh	220216	220227	
wsj1723	52	1208	kac	211125	211129	
wsj1724	10	223	kac	220225	220228	
wsj1725	10	231	lec	220215	220319	
wsj1726	7	193	kac	220618	220620	
wsj1727	8	187	lec	211117	220119	
wsj1728	33	610				
wsj1729	6	146	lec	220816	220913	
wsj1730	37	846				
wsj1731	26	654	lec	211117	220119	
wsj1732	8	183				
wsj1733	6	191	kac	220216	220223	
wsj1734	7	217	luj	220906		
wsj1735	58	1101				
wsj1736	6	174	kac	220530	220614	
wsj1737	19	404	toh	220628	220803	
wsj1738	8	243				
wsj1739	8	217	kac	220301	220304	
wsj1740	8	196	ivh	220829	220904	
wsj1741	5	161	kac	220325	220401	
wsj1742	5	151	tem	220728	220815	
wsj1743	70	1626				
wsj1744	28	684	tem	220616	220703	
wsj1745	2	28	kac	211215	220106	
wsj1746	7	199	kac	220108	220115	
wsj1747	2	27	ivh	220829	220903	
wsj1748	9	200	toh	220422	220429	
wsj1749	15	400	kac	220225	220228	
wsj1750	9	221				
wsj1751	2	26	kac	220108	220117	
wsj1752	9	249	tem	220704	220723	
wsj1753	13	360				
wsj1754	6	157	toh	220511	220513	
wsj1755	26	446	kac	220307	220308	
wsj1756	14	430	kac	220406	220413	
wsj1757	11	267	tem	220820	220902	
wsj1758	7	76	tem	220808	220811	
wsj1759	14	315	lec	220913		
wsj1760	75	1369	kac	220719	220907	
wsj1761	55	983	toh	211105	220110	
wsj1762	4	88				
wsj1763	4	60				
wsj1764	2	82	kac	220310	220319	
wsj1765	25	704	kac	220209	220223	
wsj1766	34	965	kac	220719	220729	
wsj1767	30	735	toh	220505	220509	
wsj1768	13	340				
wsj1769	12	330	kac	220901	220907	
wsj1770	11	304	kac	220907	220917	
wsj1771	5	46	toh	220216	220227	
wsj1772	16	374	ivh	220909		
wsj1773	14	451	tem	220616	220702	
wsj1774	20	467	lec	220215	220319	
wsj1775	5	108	lec	211117	220119	
wsj1776	4	111	toh	220805	220818	
wsj1777	3	82	lec	220215	220319	
wsj1778	144	1605				
wsj1779	11	272				
wsj1780	25	645	lec	220215	220319	
wsj1781	55	1287	kac	220225	220301	
wsj1782	20	413				
wsj1783	14	333	toh	220325	220329	
wsj1784	28	629				
wsj1785	1	47	toh	220203	220214	
wsj1786	19	376				
wsj1787	3	109	kac	220406	220413	
wsj1788	4	92	toh	220404	220422	
wsj1789	48	1027	kac	220418	220507	
wsj1790	45	1008	kac	220216	220225	
wsj1791	16	415				
wsj1792	33	909	kac	220530	220614	
wsj1793	21	585	kac	220216	220225	
wsj1794	14	401	kac	220530	220614	
wsj1795	61	1278	ivh	220829		
wsj1796	6	145	toh	220519	220526	
wsj1797	35	1281				
wsj1798	7	70	les	220720	220809	
wsj1799	4	66	kac	220325	220401	
wsj1800	20	695	toh	220511	220513	
wsj1801	1	32	kac	220209	220215	
wsj1802	34	1050	toh	220404	220429	
wsj1803	46	1129	kac	220901	220907	
wsj1804	47	934	luj	220906		
wsj1805	3	82	toh	220227	220312	
wsj1806	3	77	toh	211006	211018	
wsj1807	3	46	kac	220209	220215	
wsj1808	4	95	toh	220404	220422	
wsj1809	61	1228	tem	220902	220906	
wsj1810	26	485	kac	220618	220620	
wsj1811	2	41	kac	220406	220413	
wsj1812	18	490	luj	211006	220906	
wsj1813	4	99	lec	220319	220331	
wsj1814	12	237	lec	220913		
wsj1815	39	919	kac	220301	220307	
wsj1816	4	120	les	220720	220821	
wsj1817	36	868	toh	220628	220820	
wsj1818	5	116	kac	220907	220917	
wsj1819	55	1426				
wsj1820	19	477	kac	220225	220302	
wsj1821	7	132	lec	220215	220319	
wsj1822	37	902				
wsj1823	3	64	toh	220602	220818	
wsj1824	51	1298	tem	220704	220729	
wsj1825	55	1123	toh	220505	220511	
wsj1826	23	445	kac	220325	220401	
wsj1827	22	581				
wsj1828	14	428	toh	220602	220818	
wsj1829	42	1118				
wsj1830	51	1114	kac	220907	220917	
wsj1831	44	1104				
wsj1832	5	102	lec	220816	220913	
wsj1833	3	66	lec	220215	220319	
wsj1834	4	102	tem	220820	220901	
wsj1835	3	62	kac	220307	220308	
wsj1836	3	73	kac	220901	220907	
wsj1837	10	252	kac	220319	220324	
wsj1838	1	47	lec	220319		
wsj1839	10	244	toh	220203	220211	
wsj1840	8	191	kac	220108	220117	
wsj1841	3	58	kac	211202	211208	
wsj1842	2	37	toh	220519	220526	
wsj1843	27	585	kac	220712	220719	
wsj1844	74	1769	toh	220628	220820	
wsj1845	3	111	tem	220808	220812	
wsj1846	27	590				
wsj1847	41	825				
wsj1848	3	51	kac	220209	220215	
wsj1849	57	1231				
wsj1850	28	657	kac	220901	220907	
wsj1851	4	64	toh	220325	220329	
wsj1852	41	1067	toh	220515	220526	
wsj1853	25	622	toh	211105	220110	
wsj1854	27	753	lec	220913		
wsj1855	14	441	kac	220709	220712	
wsj1856	81	1768	les	220826	220912	
wsj1857	42	1156	kac	220618	220703	
wsj1858	4	84	les	220913		
wsj1859	5	109	kac	220729	220904	
wsj1860	36	843	jah	211019	220112	
wsj1861	21	473				
wsj1862	8	226	les	220821	220823	
wsj1863	27	646	kac	211202	211208	
wsj1864	2	49	kac	220704	220706	
wsj1865	16	395	lec	211117	220118	
wsj1866	43	1020				
wsj1867	58	1128	lec	220319	220414	
wsj1868	12	355				
wsj1869	24	573	kac	220108	220118	
wsj1870	115	2519	toh	220325	220419	
wsj1871	2	30	lec	220816	220913	
wsj1872	10	190	tem	220704	220723	
wsj1873	10	260	toh	220602	220625	
wsj1874	77	1554	les	220821	220824	
wsj1875	135	2781	kac	211006	211125	mam
wsj1876	34	765	kac	211125	211206	
wsj1877	8	143	toh	220216	220227	
wsj1878	20	448	kac	220704	220709	
wsj1879	19	478				
wsj1880	10	262	lec	220816	220913	
wsj1881	50	1155	toh	220511	220515	
wsj1882	4	126	toh	220325	220330	
wsj1883	16	506	les	220821	220824	
wsj1884	52	1603	kac	220307	220310	
wsj1885	7	197	tem	220728	220815	
wsj1886	5	150	kac	220131	220206	
wsj1887	6	147	toh	220404	220422	
wsj1888	6	142	tem	220820		
wsj1889	9	196	toh	220805	220818	
wsj1890	5	134	kac	220712	220719	
wsj1891	7	141	kac	220209	220215	
wsj1892	8	201				
wsj1893	10	241				
wsj1894	8	233	kac	220901	220907	
wsj1895	8	210	toh	220404	220429	
wsj1896	5	137	toh	220505	220509	
wsj1897	7	175				
wsj1898	7	193	kac	220418	220507	
wsj1899	9	234	tem	220808	220812	
wsj1900	7	165	toh	220628	220805	
wsj1901	8	207				
wsj1902	7	147	kac	220704	220707	
wsj1903	49	981				
wsj1904	4	154	tem	220704	220723	
wsj1905	8	196	toh	220628	220805	
wsj1906	9	182	toh	220519	220527	
wsj1907	8	167	kac	220618	220620	
wsj1908	4	138	toh	211105	211209	
wsj1909	5	150	toh	220511	220515	
wsj1910	6	162	ivh	220725	220731	
wsj1911	8	201	les	220628	220731	
wsj1912	9	217	kac	220704	220709	
wsj1913	8	198	kac	220301	220304	
wsj1914	7	161	toh	220805	220901	
wsj1915	115	3848	toh	220216	220310	
wsj1916	35	894				
wsj1917	6	194	toh	220519	220527	
wsj1918	7	167	kac	220131	220206	
wsj1919	8	237	lec	220215	220319	
wsj1920	10	273	kac	220907	220917	
wsj1921	3	131	kac	211006	211113	
wsj1922	25	525	kac	220530	220614	
wsj1923	14	267	kac	220406	220413	
wsj1924	36	807				
wsj1925	4	103	lec	220816	220913	
wsj1926	15	410	kac	211006	211114	
wsj1927	40	1017	tem	220728	220809	
wsj1928	43	1161	toh	220602	220625	
wsj1929	43	983	kac	220108	220119	
wsj1930	36	610	toh	220227	220314	
wsj1931	26	668	tem	220811	220819	
wsj1932	53	1191	kac	220618	220703	
wsj1933	4	82	kac	220216	220224	
wsj1934	19	470	toh	220628	220820	
wsj1935	61	1011	toh	220805		
wsj1936	58	1402	tem	220616	220727	
wsj1937	53	1130	kac	211125	211130	
wsj1938	9	222				
wsj1939	44	993	kac	220530	220614	
wsj1940	7	126	tem	220728	220815	
wsj1941	5	68	toh	220505	220509	
wsj1942	5	114				
wsj1943	12	335	tem	220811	220819	
wsj1944	35	646	kac	220530	220614	
wsj1945	3	63				
wsj1946	44	946	kac	220413	220425	
wsj1947	23	411	kac	220413	220418	
wsj1948	16	416	toh	220404	220429	
wsj1949	14	370	tem	220808	220812	
wsj1950	45	1470	kac	220131	220208	
wsj1951	15	339				
wsj1952	33	732	toh	220429	220511	
wsj1953	4	62	kac	220516	220525	
wsj1954	3	63				
wsj1955	2	61	les	220826	220912	
wsj1956	3	84	lec	220816	220913	
wsj1957	66	1427	les	220720	220807	
wsj1958	2	76	toh	220109	220119	
wsj1959	3	65	toh	220404	220422	
wsj1960	3	64	kac	220701	220705	
wsj1961	2	40	kac	220709	220712	
wsj1962	52	996	les	220826	220913	
wsj1963	12	350	toh	220602	220625	
wsj1964	2	44	kac	211202	211214	
wsj1965	2	26	kac	220506	220508	
wsj1966	3	88	toh	220515	220527	
wsj1967	5	121	lec	220215	220319	
wsj1968	2	49	kac	220325	220401	
wsj1969	3	67	ivh	220909		
wsj1970	38	830	toh	220404	220429	
wsj1971	33	745	kac	220506	220511	
wsj1972	3	44	lec	220814	220815	
wsj1973	20	478	les	220628	220810	
wsj1974	32	784	kac	220614	220618	
wsj1975	14	296	tem	220704	220723	
wsj1976	8	212	kac	220209	220215	
wsj1977	4	96	toh	220109	220119	
wsj1978	5	130	ivh	220909		
wsj1979	2	52	tem	220728	220815	
wsj1980	19	528	luj	220906		
wsj1981	6	155	lec	211117	220119	
wsj1982	8	162	kac	220719	220729	
wsj1983	10	234				
wsj1984	34	940	lec	220414		
wsj1985	10	247	toh	220109	220119	
wsj1986	56	1239	jah	211117	211203	lrec4
wsj1987	8	231	les	220628	220821	
wsj1988	18	453				
wsj1989	5	103	toh	220805	220901	
wsj1990	5	101	toh	220314	220323	
wsj1991	4	66	toh	220805	220901	
wsj1992	16	365	toh	220422	220427	
wsj1993	4	82	lec	211117	220118	
wsj1994	7	205	toh	220109	220119	
wsj1995	3	85	kac	220907	220917	
wsj1996	73	1674	les	220913		
wsj1997	5	129	kac	220310	220319	
wsj1998	12	269				
wsj1999	42	881				
wsj2000	5	128	toh	220628	220805	
wsj2001	3	48	kac	220209	220215	
wsj2002	7	111	toh	220901		
wsj2003	7	210	toh	220109	220119	
wsj2004	19	486	lec	220913		
wsj2005	3	65	toh	220325	220330	
wsj2006	10	156	toh	220404	220424	
wsj2007	31	769	kac	220704	220709	
wsj2008	17	396	kac	220131	220208	
wsj2009	3	63	tem	220616	220701	
wsj2010	14	424	luj	220906		
wsj2011	11	207				
wsj2012	16	439	kac	220301	220304	
wsj2013	167	3508	toh	220511	220516	
wsj2014	2	57	kac	220516	220530	
wsj2015	21	406				
wsj2016	3	57	kac	220325	220402	
wsj2017	31	729	toh	220325	220330	
wsj2018	4	114	kac	220325	220402	
wsj2019	48	900	luj	211006		mam
wsj2020	9	123	toh	220602	220820	
wsj2021	39	737	kac	211202	211217	
wsj2022	24	599	lec	220319	220414	
wsj2023	23	520				
wsj2024	3	51	kac	220704	220706	
wsj2025	21	484				
wsj2026	10	242	toh	220515	220527	
wsj2027	3	76	lec	220816	220913	
wsj2028	3	45	kac	220310	220319	
wsj2029	13	293	les	220628	220821	
wsj2030	16	450	kac	220131	220208	
wsj2031	26	727	ivh	220909		
wsj2032	43	959				
wsj2033	42	1107	kac	220319	220325	
wsj2034	56	1362	ivh	220909		
wsj2035	5	123	kac	220406	220413	
wsj2036	26	539	kac	220325	220402	
wsj2037	8	186	jah	220215	220218	
wsj2038	9	80	kac	220719	220729	
wsj2039	11	290	tem	220808	220812	
wsj2040	48	1169	kac	220506	220512	
wsj2041	78	1476	toh	220109	220131	
wsj2042	7	189	kac	211006	211125	
wsj2043	76	1687	toh	220422	220429	
wsj2044	36	1089	toh	220505	220510	
wsj2045	51	1044	kac	220709	220713	
wsj2046	4	139				
wsj2047	13	189	kac	220418	220507	
wsj2048	42	867	kac	220418	220507	
wsj2049	6	158				
wsj2050	3	92	toh	220404	220424	
wsj2051	5	171	kac	220511	220517	
wsj2052	59	1153				
wsj2053	43	1091	kac	220516	220620	
wsj2054	27	609	ivh	220829		
wsj2055	44	979	lec	220816	220913	
wsj2056	14	378	toh	220216	220227	
wsj2057	66	1496	kac	220325	220402	
wsj2058	28	704	toh	220505	220510	
wsj2059	53	1269	tem	220808	220812	
wsj2060	11	263	toh	220314	220323	
wsj2061	75	1862				
wsj2062	5	118	kac	220701	220706	
wsj2063	28	649	toh	220109	220209	
wsj2064	35	811	tem	220914	220916	
wsj2065	9	177				
wsj2066	20	561	lec	220215	220317	
wsj2067	10	177				
wsj2068	8	210	toh	220511	220515	
wsj2069	8	206	toh	220628	220805	
wsj2070	32	711				
wsj2071	6	180	kac	220216	220224	
wsj2072	9	202	toh	220628	220805	
wsj2073	9	216				
wsj2074	3	77	tem	220728	220730	
wsj2075	8	212				
wsj2076	5	72	tem	220808	220812	
wsj2077	7	198				
wsj2078	10	241	toh	220805	220901	
wsj2079	6	156				
wsj2080	5	117	kac	220418	220507	
wsj2081	7	217	kac	211202	211214	
wsj2082	7	217				
wsj2083	10	246	lec	211117	220119	
wsj2084	6	193	lec	220814	220815	
wsj2085	5	86	kac	220209	220215	
wsj2086	49	1077				
wsj2087	3	59	toh	220429	220502	
wsj2088	5	173	kac	220108	220117	
wsj2089	4	101				
wsj2090	5	131				
wsj2091	15	424	kac	211215	220106	
wsj2092	7	193	kac	220413	220418	
wsj2093	34	671	tat	220914		
wsj2094	3	60	kac	220907	220914	
wsj2095	6	182	toh	211006	211028	
wsj2096	3	70	kac	220530	220614	
wsj2097	4	148	kac	220108	220115	
wsj2098	9	262	toh	220404	220424	
wsj2099	6	153	kac	220216	220225	
wsj2100	57	1518	kac	220901		
wsj2101	14	394	lec	220215	220319	
wsj2102	41	983	kac	220216	220225	
wsj2103	6	200	luj	211006		
wsj2104	39	1296	kac	220325	220409	
wsj2105	15	339	toh	220901		
wsj2106	48	1053	kac	220225	220319	
wsj2107	13	342	kac	220516	220530	
wsj2108	10	329				
wsj2109	46	1076	kac	220209	220228	
wsj2110	28	682	toh	220422	220428	
wsj2111	47	945	toh	220404	220429	
wsj2112	67	1466	kac	220307	220319	
wsj2113	149	3135				
wsj2114	5	75	kac	220413	220418	
wsj2115	16	346				
wsj2116	4	86	toh	220505	220510	
wsj2117	6	113	luj	220906		
wsj2118	5	115	kac	220719	220729	
wsj2119	3	76				
wsj2120	3	71	toh	211105	211209	
wsj2121	4	76	lec	220215	220317	
wsj2122	3	79	toh	220314	220323	
wsj2123	16	393	toh	220505	220510	
wsj2124	50	1108	tat	220914		
wsj2125	30	724	toh	220602	220628	
wsj2126	7	164				
wsj2127	3	72	toh	220511	220515	
wsj2128	13	381				
wsj2129	3	59	tem	220808	220815	
wsj2130	3	93	lec	220913		
wsj2131	7	193	toh	220628	220805	
wsj2132	4	70	kac	220618	220620	
wsj2133	4	99	kac	220301	220304	
wsj2134	4	98	toh	220505	220516	
wsj2135	3	60	kac	220108	220111	
wsj2136	41	988	toh	220519	220527	
wsj2137	1	46	toh	220314	220323	
wsj2138	4	55	toh	220109	220119	
wsj2139	2	29	toh	220805	220901	
wsj2140	46	954	kac	211006	211125	
wsj2141	3	39	ivh	220725	220727	
wsj2142	37	759	kac	220618	220706	
wsj2143	5	86	luj	211006	220905	
wsj2144	19	375	lec	211117	220118	
wsj2145	48	1087	toh	220602	220628	
wsj2146	12	302	kac	211125	211127	
wsj2147	2	33	kac	220511	220513	
wsj2148	16	441	luj	211006		
wsj2149	44	974	kac	220310	220406	
wsj2150	5	117	tat	220914		
wsj2151	48	887				
wsj2152	3	88	tem	220808	220815	
wsj2153	64	1299	toh	220422	220429	
wsj2154	26	655	kac	220712	220719	
wsj2155	36	919	tem	220811	220819	
wsj2156	25	590	kac	220209	220216	
wsj2157	8	140	toh	220216	220227	
wsj2158	3	109	tem	220914		
wsj2159	11	318	les	220826	220913	
wsj2160	34	1011	kac	220712	220719	
wsj2161	70	1504	toh	220216	220314	
wsj2162	21	461	kac	220319	220325	
wsj2163	29	634	kac	220506	220512	
wsj2164	2	49	tat	220914		
wsj2165	33	603	kac	220413	220418	
wsj2166	2	28	kac	220413	220418	
wsj2167	20	403				
wsj2168	22	526	kac	220901	220907	
wsj2169	33	786	kac	220709	220713	
wsj2170	56	1299				
wsj2171	4	148	toh	220505	220510	
wsj2172	60	1496	toh	220429	220510	
wsj2200	20	573	toh	220805		manual
wsj2201	58	1097	toh	220325	220331	
wsj2202	46	1158				
wsj2203	18	409	toh	220602	220628	
wsj2204	6	131	ivh	220829	220904	manual
wsj2205	59	1183				
wsj2206	4	99	kac	220325	220409	manual
wsj2207	22	578				manual
wsj2208	13	269	tem	220902	220912	manual
wsj2209	10	259				manual
wsj2210	46	957	kac	220310	220319	
wsj2211	48	1243				
wsj2212	9	283	toh	211006	211118	manual
wsj2213	10	318	kac	220506	220530	learn;manual
wsj2214	13	337	kac	220319	220325	learn;manual
wsj2215	6	63				manual
wsj2216	6	227	kac	211215	220105	manual
wsj2217	2	40	jah	211019	211101	
wsj2218	11	249	tem	220704	220723	manual
wsj2219	20	532	tem	220616	220702	
wsj2220	2	56	kac	220511	220513	manual
wsj2221	7	174	kac	220729	220904	manual
wsj2222	37	806	toh	220628	220820	
wsj2223	42	1029	kac	220325	220409	
wsj2224	10	272	toh	220314	220323	
wsj2225	52	1028				
wsj2226	6	144				manual
wsj2227	36	976	ivh	220725	220831	
wsj2228	7	184	kac	220729	220904	
wsj2229	42	1093	kac	220712	220715	
wsj2230	71	1613	toh	220325	220419	
wsj2231	35	806	kac	220301	220307	
wsj2232	98	2268				
wsj2233	5	130				
wsj2234	27	765	kac	220225	220303	
wsj2235	6	229				
wsj2236	4	135	kac	220310	220319	manual
wsj2237	6	130	kac	220901	220907	
wsj2238	8	177	luj	211006		
wsj2239	92	2006	kac	220216	220224	
wsj2240	4	133				manual
wsj2241	5	159				manual
wsj2242	7	177	kac	220701	220706	
wsj2243	7	191	toh	220422	220428	
wsj2244	5	119	kac	220307	220308	manual
wsj2245	6	183	toh	220216	220227	
wsj2246	10	262				
wsj2247	6	169	toh	220511	220515	
wsj2248	8	170				
wsj2249	9	198	toh	220325	220418	
wsj2250	64	1241	jah	211117	211125	lrec1
wsj2251	7	171	lec	220816		
wsj2252	6	110	ivh	220725	220805	
wsj2253	28	714	toh	220404	220424	
wsj2254	10	193	ivh	220829	220904	
wsj2255	9	224	toh	220511	220515	
wsj2256	38	636	kac	220701	220706	
wsj2257	32	794	toh	220429	220511	
wsj2258	7	178	kac	211125	211127	
wsj2259	5	148	luj	220906		
wsj2260	6	159	tat	220914		
wsj2261	5	146	toh	220227	220312	
wsj2262	6	191	kac	220516	220530	
wsj2263	5	166	kac	220907		
wsj2264	21	474	kac	220907	220917	
wsj2265	76	1538	les	220913		
wsj2266	6	211				
wsj2267	7	173	les	220821	220825	
wsj2268	6	194	kac	220901	220908	
wsj2269	6	167	kac	220530	220614	
wsj2270	7	235	luj	211006		
wsj2271	7	190	lec	211117	220218	
wsj2272	10	295	tem	220902	220913	
wsj2273	7	158	kac	220131	220206	
wsj2274	8	223	tem	220811	220917	
wsj2275	8	162	kac	220709	220712	
wsj2276	97	2125	lec	220814	220816	
wsj2277	10	274	tem	220616	220701	
wsj2278	39	903				
wsj2279	2	52	kac	220516	220530	
wsj2280	14	366	toh	220227	220313	
wsj2281	25	748	lec	211117	220220	
wsj2282	29	722				
wsj2300	86	1905				
wsj2301	4	68	kac	220704	220707	manual
wsj2302	4	86	tem	220914		manual
wsj2303	29	792				manual
wsj2304	3	66	les	220821	220826	
wsj2305	4	87	kac	211202	211217	manual
wsj2306	62	1274	jah	220215	220219	
wsj2307	3	92				
wsj2308	44	1093	tem	220728	220729	manual
wsj2309	17	487				manual
wsj2310	3	77	tem	220616	220701	
wsj2311	2	29	kac	220901	220908	
wsj2312	4	74	kac	220413	220418	manual
wsj2313	11	340	tem	220811	220819	manual
wsj2314	70	1499	kac	220301	220307	manual
wsj2315	12	356				manual
wsj2316	27	656	lec	211117	220220	manual
wsj2317	14	344	lec	220816	220913	manual
wsj2318	1	27	luj	211006		manual
wsj2319	3	85	toh	220628	220805	
wsj2320	31	682				
wsj2321	34	723	kac	220325	220409	manual
wsj2322	9	200	toh	220203	220211	
wsj2323	5	121	kac	220209	220215	
wsj2324	5	95	jah	220215	220220	
wsj2325	36	738	toh	220227	220314	
wsj2326	18	500	kac	220709	220712	
wsj2327	10	265	kac	220131	220206	manual
wsj2328	12	306	toh	220805	220901	
wsj2329	8	175	toh	220519	220527	
wsj2330	49	1182				
wsj2331	39	971	toh	220519	220608	
wsj2332	9	227				
wsj2333	2	49	kac	220709	220712	manual
wsj2334	4	134	toh	220422	220428	
wsj2335	5	118	toh	220227	220313	manual
wsj2336	10	277	toh	220901		
wsj2337	37	1062				manual
wsj2338	28	898				
wsj2339	21	526	kac	211215	220104	manual
wsj2340	10	219	toh	220505	220511	manual
wsj2341	39	1038	lec	220913		manual
wsj2342	13	276	kac	220216	220224	manual
wsj2343	36	911	toh	220519	220608	manual
wsj2344	14	359	ivh	220725	220831	manual
wsj2345	18	553	kac	220108	220119	manual
wsj2346	42	838	kac	220325	220406	manual
wsj2347	31	821	kac	220108	220119	manual
wsj2348	28	598	kac	211006	211116	manual
wsj2349	7	183				
wsj2350	24	592	les	220720	220821	manual
wsj2351	56	1343	kac	220712	220719	
wsj2352	8	163	kac	220712	220819	manual
wsj2353	9	242	kac	220729	220904	manual
wsj2354	17	487	tem	220820	220901	manual
wsj2355	3	53	kac	220310	220319	
wsj2356	36	774	kac	220413	220507	manual
wsj2357	10	304	kac	220907	220917	manual
wsj2358	35	932	tem	220616	220725	manual
wsj2359	13	331	luj	220906		manual
wsj2360	32	840	toh	220325	220404	manual
wsj2361	52	1287	ivh	220909		manual
wsj2362	30	849	lec	220215	220220	manual
wsj2363	19	576	kac	211202	211216	manual
wsj2364	8	239	lec	220814	220815	manual
wsj2365	51	1132				manual
wsj2366	55	1025				manual
wsj2367	21	415	jah	211019	211108	mam;manual
wsj2368	7	150	kac	220216	220227	manual
wsj2369	47	1144				manual
wsj2370	8	118	kac	220406	220413	manual
wsj2371	4	89	toh	220515	220601	manual
wsj2372	71	1726	kac	220209	220216	manual
wsj2373	11	202	kac	220319	220331	
wsj2374	2	30	kac	220701	220705	
wsj2375	10	221	toh	211006	211119	manual
wsj2376	93	1604				manual
wsj2377	58	1106	ivh	220725	220902	manual
wsj2378	12	213	toh	220515	220601	manual
wsj2379	67	1587	kac	220712	220719	manual
wsj2380	51	734				
wsj2381	44	1043	toh	211006	220110	manual
wsj2382	9	216	kac	220901	220908	manual
wsj2383	9	220	kac	220729	220904	manual
wsj2384	50	1395	ivh	220725		manual
wsj2385	50	596	toh	220602	220820	manual
wsj2386	49	997	toh	220805		manual
wsj2387	53	1289	kac	220614	220619	manual
wsj2388	6	116	toh	220216	220227	
wsj2389	4	117	kac	211215	220104	
wsj2390	2	47	kac	220704	220706	
wsj2391	12	261	kac	220704	220707	
wsj2392	6	140	lec	220215	220218	
wsj2393	11	289	kac	220216	220227	
wsj2394	17	545	toh	220325	220405	
wsj2395	8	235	toh	220429	220511	manual
wsj2396	23	579	toh	220519	220601	
wsj2397	63	1234	kac	211125	211206	
wsj2398	40	1026	lec	220913		manual
